3.000000000000000000e+00	2.625861986022254086e+02
3.020000000000000018e+00	2.613068631450153134e+02
3.040000000000000036e+00	2.600275276878479076e+02
3.060000000000000053e+00	2.587481922306378124e+02
3.080000000000000071e+00	2.574688567734277171e+02
3.100000000000000089e+00	2.561895213162603113e+02
3.120000000000000107e+00	2.549101858590502161e+02
3.140000000000000124e+00	2.536308504018822703e+02
3.160000000000000142e+00	2.523515149446727150e+02
3.180000000000000160e+00	2.510721794874637567e+02
3.200000000000000178e+00	2.497928440302952140e+02
3.220000000000000195e+00	2.485135085730851188e+02
3.240000000000000213e+00	2.472341731159157234e+02
3.259999999999999787e+00	2.459548376587076177e+02
3.279999999999999805e+00	2.446755022015001089e+02
3.299999999999999822e+00	2.433961667443301167e+02
3.319999999999999840e+00	2.421168312871200214e+02
3.339999999999999858e+00	2.408374958299491482e+02
3.359999999999999876e+00	2.395581603727425204e+02
3.379999999999999893e+00	2.382788249155364895e+02
3.399999999999999911e+00	2.369994894583650193e+02
3.419999999999999929e+00	2.357201540011549241e+02
3.439999999999999947e+00	2.344408185439825445e+02
3.459999999999999964e+00	2.331614830867774231e+02
3.479999999999999982e+00	2.318821476295728985e+02
3.500000000000000000e+00	2.306028121723998652e+02
3.520000000000000018e+00	2.293234767151959659e+02
3.540000000000000036e+00	2.280441412580158556e+02
3.560000000000000053e+00	2.267648058008122689e+02
3.580000000000000071e+00	2.254854703436092791e+02
3.600000000000000089e+00	2.242061348864347679e+02
3.620000000000000107e+00	2.229267994292324033e+02
3.640000000000000124e+00	2.216474639720492235e+02
3.660000000000000142e+00	2.203681285148471716e+02
3.680000000000000160e+00	2.190887930576710971e+02
3.700000000000000178e+00	2.178094576004696705e+02
3.720000000000000195e+00	2.165301221432688692e+02
3.740000000000000213e+00	2.152507866860825629e+02
3.759999999999999787e+00	2.139714512288820742e+02
3.779999999999999805e+00	2.126921157717044082e+02
3.799999999999999822e+00	2.114127803145045732e+02
3.819999999999999840e+00	2.101334448573053635e+02
3.839999999999999858e+00	2.088541094001270721e+02
3.859999999999999876e+00	2.075747739429169769e+02
3.879999999999999893e+00	2.062954384857377192e+02
3.899999999999999911e+00	2.050161030285394759e+02
3.919999999999999929e+00	2.037367675713418862e+02
3.939999999999999947e+00	2.024574321141619748e+02
3.959999999999999964e+00	2.011780966569518796e+02
3.979999999999999982e+00	1.998987611997710019e+02
4.000000000000000000e+00	1.986194257425744354e+02
4.019999999999999574e+00	1.972977425742521405e+02
4.040000000000000036e+00	1.957457920792082859e+02
4.059999999999999609e+00	1.946719108910837122e+02
4.080000000000000071e+00	1.932686336633579458e+02
4.099999999999999645e+00	1.918802277227741229e+02
4.120000000000000107e+00	1.909054356435703426e+02
4.139999999999999680e+00	1.900020594059366204e+02
4.160000000000000142e+00	1.888857920792078176e+02
4.179999999999999716e+00	1.879230495049506828e+02
4.200000000000000178e+00	1.869230495049509102e+02
4.219999999999999751e+00	1.857918712871189655e+02
4.240000000000000213e+00	1.847625247524716769e+02
4.259999999999999787e+00	1.833569009900923845e+02
4.280000000000000249e+00	1.816441881188186187e+02
4.299999999999999822e+00	1.802754257425716844e+02
4.320000000000000284e+00	1.787657029702900502e+02
4.339999999999999858e+00	1.774640594059397642e+02
4.360000000000000320e+00	1.768876930693169243e+02
4.379999999999999893e+00	1.759125841584128978e+02
4.400000000000000355e+00	1.749820099010007084e+02
4.419999999999999929e+00	1.742000297029640592e+02
4.440000000000000391e+00	1.730171188118752070e+02
4.459999999999999964e+00	1.719503564356407423e+02
4.480000000000000426e+00	1.708687227722855937e+02
4.500000000000000000e+00	1.700174356435550465e+02
4.519999999999999574e+00	1.693987623762351404e+02
4.540000000000000036e+00	1.685598415841530766e+02
4.559999999999999609e+00	1.676467227722870632e+02
4.580000000000000071e+00	1.667040198019776085e+02
4.599999999999999645e+00	1.654195544554399930e+02
4.620000000000000107e+00	1.647242970296963733e+02
4.639999999999999680e+00	1.638855346534759292e+02
4.660000000000000142e+00	1.630292772277238385e+02
4.679999999999999716e+00	1.619996138613921914e+02
4.700000000000000178e+00	1.608511782178164822e+02
4.719999999999999751e+00	1.600913069306861871e+02
4.740000000000000213e+00	1.593982772277208255e+02
4.759999999999999787e+00	1.589133267326751593e+02
4.780000000000000249e+00	1.583070990098917150e+02
4.799999999999999822e+00	1.576489801980159484e+02
4.820000000000000284e+00	1.569164653465295487e+02
4.839999999999999858e+00	1.559190891089191382e+02
4.860000000000000320e+00	1.550553564356520724e+02
4.879999999999999893e+00	1.543747326732578529e+02
4.900000000000000355e+00	1.534836039604029452e+02
4.919999999999999929e+00	1.527708118811836471e+02
4.940000000000000391e+00	1.521472079207863715e+02
4.959999999999999964e+00	1.512660594059399841e+02
4.980000000000000426e+00	1.502859405940687054e+02
5.000000000000000000e+00	1.495162079207835291e+02
5.019999999999999574e+00	1.490089108910807454e+02
5.040000000000000036e+00	1.486675841584078910e+02
5.059999999999999609e+00	1.482173861386114879e+02
5.080000000000000071e+00	1.478141485148511549e+02
5.099999999999999645e+00	1.472400891089141908e+02
5.120000000000000107e+00	1.463468910890999268e+02
5.139999999999999680e+00	1.454511881188132918e+02
5.160000000000000142e+00	1.449391188118734135e+02
5.179999999999999716e+00	1.445062574257467816e+02
5.200000000000000178e+00	1.442143168316728747e+02
5.219999999999999751e+00	1.430980099009995854e+02
5.240000000000000213e+00	1.421352277227771594e+02
5.259999999999999787e+00	1.415784257425792703e+02
5.280000000000000249e+00	1.413557524752544055e+02
5.299999999999999822e+00	1.411182871287184071e+02
5.320000000000000284e+00	1.411655247524697074e+02
5.339999999999999858e+00	1.408959702970394403e+02
5.360000000000000320e+00	1.401485049505016036e+02
5.379999999999999893e+00	1.394035049504917936e+02
5.400000000000000355e+00	1.391834158415911986e+02
5.419999999999999929e+00	1.390301287128687022e+02
5.440000000000000391e+00	1.387876534653459260e+02
5.459999999999999964e+00	1.384211584158422852e+02
5.480000000000000426e+00	1.379980000000091422e+02
5.500000000000000000e+00	1.372060396039632337e+02
5.519999999999999574e+00	1.367457821782274152e+02
5.540000000000000036e+00	1.365603663366239573e+02
5.559999999999999609e+00	1.359094455445482197e+02
5.580000000000000071e+00	1.356866534653485132e+02
5.599999999999999645e+00	1.355926930693107124e+02
5.620000000000000107e+00	1.355582178217764238e+02
5.639999999999999680e+00	1.349864257425832648e+02
5.660000000000000142e+00	1.340481782178305821e+02
5.679999999999999716e+00	1.330481782178305536e+02
5.700000000000000178e+00	1.325532475247548234e+02
5.719999999999999751e+00	1.323775346534662276e+02
5.740000000000000213e+00	1.321126336633770109e+02
5.759999999999999787e+00	1.318428019801888809e+02
5.780000000000000249e+00	1.314021881188108978e+02
5.799999999999999822e+00	1.308947326732680096e+02
5.820000000000000284e+00	1.303946732673305462e+02
5.839999999999999858e+00	1.300680198019726390e+02
5.860000000000000320e+00	1.300583564356446686e+02
5.879999999999999893e+00	1.297589009900903534e+02
5.900000000000000355e+00	1.291079009901051506e+02
5.919999999999999929e+00	1.282588415841529468e+02
5.940000000000000391e+00	1.278109504950443238e+02
5.959999999999999964e+00	1.278184257425805583e+02
5.980000000000000426e+00	1.279249108910857160e+02
6.000000000000000000e+00	1.278606534653450240e+02
6.019999999999999574e+00	1.276824752475281741e+02
6.040000000000000036e+00	1.275884356435596771e+02
6.059999999999999609e+00	1.274424653465333108e+02
6.080000000000000071e+00	1.271033267326735654e+02
6.099999999999999645e+00	1.271923960395992879e+02
6.120000000000000107e+00	1.270610990099091140e+02
6.139999999999999680e+00	1.268158811881217787e+02
6.160000000000000142e+00	1.267515841584156533e+02
6.179999999999999716e+00	1.265361881188211726e+02
6.200000000000000178e+00	1.259148514851464711e+02
6.219999999999999751e+00	1.252713267326762718e+02
6.240000000000000213e+00	1.247763168316907212e+02
6.259999999999999787e+00	1.245759108910922635e+02
6.280000000000000249e+00	1.246973069306837374e+02
6.299999999999999822e+00	1.248854257425649337e+02
6.320000000000000284e+00	1.245116930693164363e+02
6.339999999999999858e+00	1.243211881188171333e+02
6.360000000000000320e+00	1.243013465346536748e+02
6.379999999999999893e+00	1.239546930693129667e+02
6.400000000000000355e+00	1.236204455445451060e+02
6.419999999999999929e+00	1.231625346534619894e+02
6.440000000000000391e+00	1.232294950495018213e+02
6.459999999999999964e+00	1.231675841584143143e+02
6.480000000000000426e+00	1.226895544554525515e+02
6.500000000000000000e+00	1.220754158415790158e+02
6.519999999999999574e+00	1.214935247524803117e+02
6.540000000000000036e+00	1.210949009900957378e+02
6.559999999999999609e+00	1.205279207920837905e+02
6.580000000000000071e+00	1.200575643564423842e+02
6.599999999999999645e+00	1.195870495049425699e+02
6.620000000000000107e+00	1.194433465346576924e+02
6.639999999999999680e+00	1.192500990098958340e+02
6.660000000000000142e+00	1.191013861386050792e+02
6.679999999999999716e+00	1.191063564356467168e+02
6.700000000000000178e+00	1.190617821782089720e+02
6.719999999999999751e+00	1.189552574257372441e+02
6.740000000000000213e+00	1.189206633663294213e+02
6.759999999999999787e+00	1.189181980198001156e+02
6.780000000000000249e+00	1.187126237623741076e+02
6.799999999999999822e+00	1.185021980198014830e+02
6.820000000000000284e+00	1.183634653465391722e+02
6.839999999999999858e+00	1.182667227722727716e+02
6.860000000000000320e+00	1.182394455445597430e+02
6.879999999999999893e+00	1.181777326732764948e+02
6.900000000000000355e+00	1.179797920792071011e+02
6.919999999999999929e+00	1.177569603960419897e+02
6.940000000000000391e+00	1.176455445544594909e+02
6.959999999999999964e+00	1.176257821782254211e+02
6.980000000000000426e+00	1.173832277227731140e+02
7.000000000000000000e+00	1.171975346534744631e+02
7.019999999999999574e+00	1.170093366336638496e+02
7.040000000000000036e+00	1.166329405940611821e+02
7.059999999999999609e+00	1.163975841584090318e+02
7.080000000000000071e+00	1.161473960396000535e+02
7.099999999999999645e+00	1.158651584158393177e+02
7.120000000000000107e+00	1.158329504950487774e+02
7.139999999999999680e+00	1.160531584158455587e+02
7.160000000000000142e+00	1.163378217821872482e+02
7.179999999999999716e+00	1.164367524752481415e+02
7.200000000000000178e+00	1.161717326732627100e+02
7.219999999999999751e+00	1.159192376237658664e+02
7.240000000000000213e+00	1.158251980197973694e+02
7.259999999999999787e+00	1.157012970297112133e+02
7.280000000000000249e+00	1.155303564356400443e+02
7.299999999999999822e+00	1.153149603960441425e+02
7.320000000000000284e+00	1.149931584158363620e+02
7.339999999999999858e+00	1.145897227722704201e+02
7.360000000000000320e+00	1.145080495049485592e+02
7.379999999999999893e+00	1.146392673267291400e+02
7.400000000000000355e+00	1.145551287128791813e+02
7.419999999999999929e+00	1.141342376237683141e+02
7.440000000000000391e+00	1.137925544554496469e+02
7.459999999999999964e+00	1.136440396039644298e+02
7.480000000000000426e+00	1.136861485148558302e+02
7.500000000000000000e+00	1.136786336633735033e+02
7.519999999999999574e+00	1.136957722772202430e+02
7.540000000000000036e+00	1.134431584158467672e+02
7.559999999999999609e+00	1.132524554455413295e+02
7.580000000000000071e+00	1.133961188118797736e+02
7.599999999999999645e+00	1.130941980197972896e+02
7.620000000000000107e+00	1.128244059405961366e+02
7.639999999999999680e+00	1.127527128712844160e+02
7.660000000000000142e+00	1.127304059405929593e+02
7.679999999999999716e+00	1.127426138613817983e+02
7.700000000000000178e+00	1.127745841584205380e+02
7.719999999999999751e+00	1.127521584158348560e+02
7.740000000000000213e+00	1.126109207920783604e+02
7.759999999999999787e+00	1.126110000000072233e+02
7.780000000000000249e+00	1.124501188118776014e+02
7.799999999999999822e+00	1.123534554455408170e+02
7.820000000000000284e+00	1.123237128712955837e+02
7.839999999999999858e+00	1.120884356435726090e+02
7.860000000000000320e+00	1.119249306930727244e+02
7.879999999999999893e+00	1.118159405940549789e+02
7.900000000000000355e+00	1.121501089108911344e+02
7.919999999999999929e+00	1.126030891089154551e+02
7.940000000000000391e+00	1.127020594059422081e+02
7.959999999999999964e+00	1.127465148514849602e+02
7.980000000000000426e+00	1.124741782178246865e+02
8.000000000000000000e+00	1.121622772277146112e+02
8.019999999999999574e+00	1.120284356435636255e+02
8.039999999999999147e+00	1.119020297029663595e+02
8.060000000000000497e+00	1.117559405940631905e+02
8.080000000000000071e+00	1.117188019801951953e+02
8.099999999999999645e+00	1.116419801980216846e+02
8.119999999999999218e+00	1.112507524752426491e+02
8.140000000000000568e+00	1.109660495049553504e+02
8.160000000000000142e+00	1.108619900990129565e+02
8.179999999999999716e+00	1.108891089108878560e+02
8.199999999999999289e+00	1.110549207920754213e+02
8.220000000000000639e+00	1.112059009900907540e+02
8.240000000000000213e+00	1.114906039603972374e+02
8.259999999999999787e+00	1.118099801980243910e+02
8.279999999999999361e+00	1.117900990098977019e+02
8.300000000000000711e+00	1.116514059405978969e+02
8.320000000000000284e+00	1.115846039604004147e+02
8.339999999999999858e+00	1.116562574257467020e+02
8.359999999999999432e+00	1.118516534653392966e+02
8.380000000000000782e+00	1.118639405940548954e+02
8.400000000000000355e+00	1.119133267326751309e+02
8.419999999999999929e+00	1.121730990099025007e+02
